CNT,JUSO_SIDO
14,강원도
76,경기도
27,경상남도
14,경상북도
3,광주시
4,대구시
24,대전시
6,부산시
20,서울시
16,세종시
12,울산시
14,인천시
19,전라남도
20,전라북도
15,충청남도
25,충청북도
