CNT,JUSO_SIDO
194,강원도
1795,경기도
507,경상남도
327,경상북도
207,광주시
213,대구시
172,대전시
414,부산시
694,서울시
42,세종시
133,울산시
507,인천시
458,전라남도
209,전라북도
337,제주도
274,충청남도
224,충청북도
