CNT,CONVAL,EXTRACT_DE
26,볼보 XC40,202301
60,볼보 XC40,202302
363,볼보 XC40,202303
184,볼보 XC40,202304
300,볼보 XC40,202305
217,볼보 XC40,202306
83,볼보 XC40,202307
120,볼보 XC40,202308
103,볼보 XC40,202309
50,볼보 XC40,202310
235,볼보 XC40,202311
334,볼보 XC40,202312
110,볼보 XC40,202401
152,볼보 XC40,202402
158,볼보 XC40,202403
191,볼보 XC40,202404
289,볼보 XC40,202405
228,볼보 XC40,202406
