CNT,JUSO_SIDO
98,강원도
466,경기도
215,경상남도
145,경상북도
33,광주시
59,대구시
44,대전시
92,부산시
132,서울시
15,세종시
71,울산시
128,인천시
189,전라남도
62,전라북도
94,제주도
152,충청남도
78,충청북도
