CNT,JUSO_SIDO
6,강원도
53,경기도
11,경상남도
7,경상북도
2,광주시
6,대구시
1,대전시
7,부산시
16,서울시
1,세종시
3,울산시
15,인천시
9,전라남도
9,전라북도
4,제주도
6,충청남도
13,충청북도
