CNT,JUSO_SIDO
62,강원도
633,경기도
240,경상남도
143,경상북도
91,광주시
160,대구시
105,대전시
268,부산시
452,서울시
22,세종시
135,울산시
175,인천시
138,전라남도
101,전라북도
379,제주도
139,충청남도
111,충청북도
