CNT,JUSO_SIDO
118,강원도
768,경기도
348,경상남도
170,경상북도
96,광주시
104,대구시
71,대전시
298,부산시
284,서울시
30,세종시
48,울산시
200,인천시
183,전라남도
114,전라북도
197,제주도
155,충청남도
126,충청북도
