CNT,JUSO_SIDO
17,강원도
66,경기도
10,경상남도
3,경상북도
6,광주시
4,대구시
14,부산시
12,서울시
13,울산시
12,인천시
8,전라남도
22,전라북도
9,충청남도
15,충청북도
