CNT,JUSO_SIDO
57,강원도
466,경기도
136,경상남도
50,경상북도
37,광주시
32,대구시
63,대전시
140,부산시
165,서울시
11,세종시
26,울산시
200,인천시
202,전라남도
60,전라북도
320,제주도
103,충청남도
58,충청북도
