CNT,CONVAL,EXTRACT_DE
1,테슬라 모델 Y,202301
27,테슬라 모델 Y,202302
1016,테슬라 모델 Y,202303
76,테슬라 모델 Y,202304
331,테슬라 모델 Y,202305
576,테슬라 모델 Y,202306
66,테슬라 모델 Y,202307
431,테슬라 모델 Y,202308
4206,테슬라 모델 Y,202309
2814,테슬라 모델 Y,202310
3542,테슬라 모델 Y,202311
799,테슬라 모델 Y,202312
1,테슬라 모델 Y,202401
77,테슬라 모델 Y,202402
5934,테슬라 모델 Y,202403
4,테슬라 모델 Y,202404
621,테슬라 모델 Y,202405
3404,테슬라 모델 Y,202406
