CNT,JUSO_SIDO
36,강원도
112,경기도
54,경상남도
34,경상북도
5,광주시
24,대구시
15,대전시
22,부산시
63,서울시
6,세종시
14,울산시
27,인천시
27,전라남도
18,전라북도
40,제주도
34,충청남도
17,충청북도
