CNT,CONVAL,EXTRACT_DE
1496,아우디 A6,202301
996,아우디 A6,202302
972,아우디 A6,202303
181,아우디 A6,202304
240,아우디 A6,202305
669,아우디 A6,202306
573,아우디 A6,202307
643,아우디 A6,202308
569,아우디 A6,202309
466,아우디 A6,202310
543,아우디 A6,202311
534,아우디 A6,202312
20,아우디 A6,202401
56,아우디 A6,202402
82,아우디 A6,202403
136,아우디 A6,202404
287,아우디 A6,202405
289,아우디 A6,202406
