CNT,JUSO_SIDO
130,강원도
1282,경기도
507,경상남도
296,경상북도
91,광주시
150,대구시
99,대전시
268,부산시
324,서울시
34,세종시
80,울산시
412,인천시
273,전라남도
129,전라북도
260,제주도
307,충청남도
205,충청북도
