CNT,CONVAL,EXTRACT_DE
7,Chevrolet 콜벳,202305
2,Chevrolet 콜벳,202306
1,Chevrolet 콜벳,202307
5,Chevrolet 콜벳,202309
3,Chevrolet 콜벳,202310
4,Chevrolet 콜벳,202311
1,Chevrolet 콜벳,202312
2,Chevrolet 콜벳,202401
1,Chevrolet 콜벳,202402
3,Chevrolet 콜벳,202403
2,Chevrolet 콜벳,202404
2,Chevrolet 콜벳,202405
2,Chevrolet 콜벳,202406
