CNT,JUSO_SIDO
195,강원도
1120,경기도
367,경상남도
258,경상북도
130,광주시
163,대구시
164,대전시
227,부산시
369,서울시
27,세종시
90,울산시
279,인천시
215,전라남도
166,전라북도
185,제주도
229,충청남도
193,충청북도
