CNT,JUSO_SIDO
293,강원도
2395,경기도
798,경상남도
497,경상북도
293,광주시
665,대구시
332,대전시
773,부산시
1247,서울시
78,세종시
458,울산시
895,인천시
513,전라남도
395,전라북도
812,제주도
489,충청남도
372,충청북도
