CNT,CONVAL,EXTRACT_DE
28,토요타 크라운,202305
282,토요타 크라운,202306
92,토요타 크라운,202307
76,토요타 크라운,202308
51,토요타 크라운,202309
87,토요타 크라운,202310
133,토요타 크라운,202311
91,토요타 크라운,202312
85,토요타 크라운,202401
77,토요타 크라운,202402
69,토요타 크라운,202403
83,토요타 크라운,202404
86,토요타 크라운,202405
78,토요타 크라운,202406
