CNT,CONVAL,EXTRACT_DE
4,아우디 S4,202302
4,아우디 S4,202303
1,아우디 S4,202305
1,아우디 S4,202307
1,아우디 S4,202308
1,아우디 S4,202310
12,아우디 S4,202311
12,아우디 S4,202312
