CNT,JUSO_SIDO
5,강원도
82,경기도
36,경상남도
22,경상북도
6,광주시
31,대구시
46,대전시
43,부산시
54,서울시
10,울산시
77,인천시
57,전라남도
8,전라북도
147,제주도
12,충청남도
7,충청북도
