CNT,JUSO_SIDO
87,강원도
610,경기도
227,경상남도
122,경상북도
75,광주시
102,대구시
106,대전시
160,부산시
362,서울시
21,세종시
82,울산시
415,인천시
357,전라남도
76,전라북도
100,제주도
131,충청남도
105,충청북도
