CNT,JUSO_SIDO
7,강원도
22,경기도
2,경상남도
5,경상북도
6,광주시
7,대구시
4,대전시
5,부산시
30,서울시
1,세종시
5,인천시
5,전라남도
2,전라북도
6,제주도
1,충청남도
5,충청북도
