CNT,JUSO_SIDO
90,강원도
615,경기도
170,경상남도
110,경상북도
54,광주시
76,대구시
97,대전시
85,부산시
187,서울시
10,세종시
50,울산시
185,인천시
120,전라남도
88,전라북도
73,제주도
135,충청남도
100,충청북도
