CNT,JUSO_SIDO
96,강원도
335,경기도
83,경상남도
96,경상북도
31,광주시
59,대구시
34,대전시
56,부산시
96,서울시
10,세종시
14,울산시
85,인천시
91,전라남도
65,전라북도
32,제주도
112,충청남도
67,충청북도
