CNT,JUSO_SIDO
162,강원도
1109,경기도
297,경상남도
173,경상북도
53,광주시
96,대구시
100,대전시
191,부산시
366,서울시
36,세종시
152,울산시
283,인천시
195,전라남도
105,전라북도
207,제주도
178,충청남도
118,충청북도
